1769,1501,1000
1764,1502,1000
1758,1503,1000
1753,1504,1000
1748,1505,1000
1743,1506,1000
1738,1507,1000
1733,1508,1000
1727,1509,1000
1722,1510,1000
1717,1510,1000
1712,1511,1000
1707,1512,1000
1701,1513,1000
1696,1514,1000
1691,1515,1000
1686,1516,1000
1680,1517,1000
1675,1518,1000
1670,1519,1000
1664,1520,1000
1659,1521,1000
1654,1522,1000
1648,1523,1000
1643,1524,1000
1637,1525,1000
1632,1526,1000
1626,1527,1000
1627,1528,1000
1628,1529,1000
1629,1530,1000
1630,1531,1000
1631,1532,1000
1632,1533,1000
1633,1534,1000
1634,1534,1000
1635,1535,1000
1635,1536,1000
1636,1537,1000
1637,1538,1000
1637,1539,1000
1638,1540,1000
1638,1541,1000
1639,1542,1000
1639,1544,1000
1640,1546,1000
1640,1548,1000
1640,1550,1000
1641,1552,1000
1641,1555,1000
1641,1557,1000
1641,1559,1000
1641,1561,1000
1642,1563,1000
1642,1565,1000
1642,1567,1000
1642,1569,1000
1641,1571,1000
1641,1573,1000
1641,1575,1000
1641,1577,1000
1641,1579,1000
1640,1581,1000
1640,1583,1000
1640,1585,1000
1639,1587,1000
1639,1589,1000
1638,1591,1000
1638,1593,1000
1637,1595,1000
1636,1597,1000
1636,1599,1000
1635,1601,1000
1634,1603,1000
1633,1605,1000
1632,1607,1000
1631,1609,1000
1630,1611,1000
1631,1613,1000
1632,1615,1000
1633,1617,1000
1634,1619,1000
1635,1621,1000
1635,1623,1000
1636,1625,1000
1637,1627,1000
1637,1629,1000
1638,1631,1000
1638,1633,1000
1639,1635,1000
1639,1637,1000
1640,1639,1000
1640,1641,1000
1640,1643,1000
1641,1637,1000
1641,1632,1000
1641,1626,1000
1641,1620,1000
1641,1614,1000
1642,1608,1000
1642,1603,1000
1642,1597,1000
1642,1591,1000
1642,1586,1000
1641,1580,1000
1641,1575,1000
1641,1569,1000
1641,1564,1000
1641,1559,1000
1640,1553,1000
1640,1548,1000
1640,1543,1000
1639,1538,1000
1639,1533,1000
1639,1527,1000
1638,1522,1000
1638,1517,1000
1637,1512,1000
1636,1508,1000
1636,1503,1000
1635,1498,1000
1634,1493,1000
1634,1489,1000
1633,1484,1000
1632,1479,1000
1631,1475,1000
1631,1470,1000
1630,1466,1000
1627,1462,1000
1625,1457,1000
1623,1453,1000
1621,1449,1000
1619,1445,1000
1617,1441,1000
1614,1437,1000
1612,1433,1000
1610,1429,1000
1608,1425,1000
1605,1422,1000
1603,1418,1000
1601,1415,1000
1598,1411,1000
1596,1408,1000
1593,1404,2000
1591,1403,2000
1588,1402,2000
1586,1401,2000
1583,1400,2000
1581,1399,2000
1578,1398,2000
1576,1397,2000
1573,1396,2000
1570,1395,2000
1568,1394,2000
1565,1393,2000
1562,1392,2000
1560,1392,2000
1557,1391,2000
1554,1390,2000
1551,1389,2000
1549,1388,2000
1546,1388,2000
1543,1387,2000
1540,1386,2000
1537,1386,2000
1534,1385,2000
1532,1384,2000
1529,1384,2000
1526,1383,2000
1523,1383,2000
1520,1382,2000
1517,1382,2000
1514,1381,2000
1511,1381,2000
1508,1381,2000
1505,1380,2000
1502,1380,2000
1499,1379,2000
1500,1379,2000
1500,1379,2000
1501,1379,2000
1502,1378,2000
1503,1378,2000
1504,1378,2000
1504,1378,2000
1505,1378,2000
1506,1378,2000
1506,1378,2000
1507,1378,2000
1508,1378,2000
1508,1378,2000
1509,1378,2000
1510,1378,2000
1510,1378,1000
1511,1377,1000
1511,1376,1000
1512,1376,1000
1512,1375,1000
1512,1374,1000
1513,1373,1000
1513,1373,1000
1513,1372,1000
1514,1371,1000
1514,1370,1000
1514,1370,1000
1515,1369,1000
1515,1368,1000
1515,1368,1000
1515,1367,1000
1515,1366,1000
1516,1366,1000
1516,1365,1000
1516,1364,1000
1516,1364,1000
1516,1363,1000
1516,1362,1000
1516,1362,1000
1516,1361,1000
1516,1360,1000
1516,1360,1000
1515,1359,1000
1515,1358,1000
1515,1358,1000
1515,1357,1000
1515,1356,1000
1514,1356,1000
1514,1355,1000
1514,1355,1000
1509,1354,1000
1504,1353,1000
1499,1353,1000
1495,1352,1000
1490,1352,1000
1485,1351,1000
1480,1351,1000
1475,1350,1000
1470,1349,1000
1466,1349,1000
1461,1348,1000
1456,1348,1000
1451,1347,1000
1446,1347,1000
1441,1346,1000
1436,1346,1000
1431,1346,1000
1426,1347,1000
1421,1347,1000
1416,1348,1000
1411,1348,1000
1406,1349,1000
1400,1349,1000
1395,1350,1000
1390,1351,1000
1385,1351,1000
1380,1352,1000
1374,1352,1000
1369,1353,1000
1364,1354,1000
1358,1354,1000
1353,1355,1000
1348,1356,1000
1342,1357,1000
1337,1357,1000
1331,1358,1000
1325,1359,1000
1320,1360,1000
1314,1360,1000
1308,1361,1000
1303,1362,1000
1297,1363,1000
1291,1364,1000
1285,1365,1000
1279,1365,1000
1273,1366,1000
1267,1367,1000
1260,1368,1000
1254,1369,1000
1248,1370,1000
1251,1371,1000
1255,1372,1000
1259,1373,1000
1262,1374,1000
1266,1375,1000
1270,1376,1000
1273,1377,1000
1277,1378,1000
1280,1379,1000
1284,1380,1000
1287,1381,1000
1290,1382,1000
1294,1383,1000
1297,1384,1000
1300,1385,1000
1304,1387,2000
1307,1385,2000
1310,1384,2000
1314,1383,2000
1317,1381,2000
1320,1380,2000
1323,1379,2000
1327,1377,2000
1330,1376,2000
1333,1375,2000
1336,1374,2000
1339,1372,2000
1342,1371,2000
1345,1370,2000
1349,1368,2000
1352,1367,2000
1355,1366,2000
1358,1365,2000
1361,1363,2000
1364,1362,2000
1367,1361,2000
1370,1360,2000
1373,1358,2000
1376,1357,2000
1379,1356,2000
1382,1355,2000
1385,1353,2000
1388,1352,2000
1391,1351,2000
1394,1350,2000
1397,1348,2000
1400,1347,2000
1403,1346,2000
1405,1345,2000
1408,1344,2000
1410,1342,2000
1411,1341,2000
1413,1340,2000
1414,1339,2000
1415,1338,2000
1417,1336,2000
1418,1335,2000
1419,1334,2000
1420,1333,2000
1421,1332,2000
1422,1330,2000
1424,1329,2000
1425,1328,2000
1426,1327,2000
1427,1326,2000
1428,1325,1000
1429,1324,1000
1430,1324,1000
1431,1323,1000
1431,1322,1000
1432,1322,1000
1433,1321,1000
1434,1321,1000
1435,1320,1000
1435,1320,1000
1436,1319,1000
1437,1319,1000
1438,1318,1000
1438,1318,1000
1439,1317,1000
1439,1317,1000
1440,1316,1000
1441,1316,1000
1441,1315,1000
1442,1315,1000
1442,1314,1000
1443,1314,1000
1443,1313,1000
1444,1313,1000
1444,1312,1000
1444,1312,1000
1445,1311,1000
1445,1311,1000
1445,1310,1000
1446,1310,1000
1446,1309,1000
1446,1308,1000
1446,1308,1000
1446,1307,1000
1447,1307,1000
1444,1306,1000
1442,1306,1000
1439,1305,1000
1437,1305,1000
1435,1304,1000
1432,1304,1000
1430,1303,1000
1427,1303,1000
1425,1303,1000
1423,1302,1000
1420,1302,1000
1418,1301,1000
1415,1301,1000
1413,1300,1000
1411,1300,1000
1408,1299,1000
1406,1298,1000
1403,1297,1000
1401,1297,1000
1398,1296,1000
1396,1295,1000
1393,1294,1000
1391,1293,1000
1388,1292,1000
1386,1292,1000
1383,1291,1000
1381,1290,1000
1378,1289,1000
1376,1288,1000
1373,1288,1000
1371,1287,1000
1368,1286,1000
1366,1285,1000
1363,1284,1000
1360,1284,1000
1358,1283,1000
1355,1282,1000
1353,1281,1000
1350,1281,1000
1347,1280,1000
1345,1279,1000
1342,1278,1000
1339,1277,1000
1337,1277,1000
1334,1276,1000
1331,1275,1000
1329,1274,1000
1326,1274,1000
1323,1273,1000
1320,1272,1000
1323,1271,1000
1325,1271,1000
1327,1270,1000
1329,1269,1000
1332,1269,1000
1334,1268,1000
1336,1267,1000
1338,1266,1000
1341,1266,1000
1343,1265,1000
1345,1264,1000
1347,1264,1000
1350,1263,1000
1352,1262,1000
1354,1261,1000
1356,1261,1000
1358,1262,1000
1361,1264,1000
1363,1266,1000
1365,1267,1000
1367,1269,1000
1369,1271,1000
1371,1272,1000
1374,1274,1000
1376,1276,1000
1378,1278,1000
1380,1280,1000
1382,1281,1000
1384,1283,1000
1386,1285,1000
1388,1287,1000
1391,1289,1000
1393,1291,1000
1395,1293,1000
1397,1295,1000
1399,1297,1000
1401,1299,1000
1403,1301,1000
1405,1303,1000
1407,1305,1000
1409,1307,1000
1412,1309,1000
1414,1311,1000
1416,1313,1000
1418,1315,1000
1420,1318,1000
1422,1320,1000
1424,1322,1000
1426,1324,1000
1428,1327,1000
1428,1329,1000
1428,1331,1000
1428,1333,1000
1428,1336,1000
1428,1338,1000
1428,1340,1000
1427,1343,1000
1427,1345,1000
1427,1348,1000
1427,1350,1000
1427,1353,1000
1427,1355,1000
1427,1358,1000
1426,1360,1000
1426,1363,1000
1426,1365,2000
1426,1362,2000
1426,1359,2000
1426,1355,2000
1426,1352,2000
1425,1349,2000
1425,1346,2000
1425,1342,2000
1425,1339,2000
1425,1336,2000
1424,1333,2000
1424,1329,2000
1424,1326,2000
1424,1323,2000
1424,1320,2000
1423,1316,2000
1423,1313,2000
1423,1310,2000
1423,1306,2000
1422,1303,2000
1422,1300,2000
1422,1296,2000
1422,1293,2000
1421,1289,2000
1421,1286,2000
1421,1283,2000
1421,1279,2000
1420,1276,2000
1420,1272,2000
1420,1269,2000
1419,1265,2000
1419,1262,2000
1419,1259,2000
1419,1255,2000
1418,1252,2000
1417,1248,2000
1415,1245,2000
1413,1241,2000
1412,1237,2000
1410,1234,2000
1409,1230,2000
1407,1227,2000
1405,1223,2000
1404,1220,2000
1402,1216,2000
1401,1212,2000
1399,1209,2000
1397,1205,2000
1396,1201,2000
1394,1198,2000
1392,1194,1000
1391,1192,1000
1389,1191,1000
1388,1189,1000
1386,1188,1000
1384,1186,1000
1383,1185,1000
1381,1184,1000
1379,1182,1000
1378,1181,1000
1376,1180,1000
1374,1179,1000
1373,1178,1000
1371,1177,1000
1369,1176,1000
1368,1175,1000
1366,1175,1000
1364,1174,1000
1363,1173,1000
1361,1172,1000
1359,1172,1000
1358,1171,1000
1356,1171,1000
1354,1170,1000
1353,1170,1000
1351,1169,1000
1349,1169,1000
1347,1169,1000
1346,1168,1000
1344,1168,1000
1342,1168,1000
1341,1168,1000
1339,1168,1000
1337,1168,1000
1335,1168,1000
1332,1168,1000
1329,1168,1000
1326,1168,1000
1323,1168,1000
1320,1168,1000
1317,1168,1000
1314,1169,1000
1311,1169,1000
1307,1169,1000
1304,1170,1000
1301,1170,1000
1298,1170,1000
1294,1171,1000
1291,1171,1000
1288,1172,1000
1284,1172,2000
1281,1170,2000
1277,1167,2000
1274,1164,2000
1270,1162,2000
1267,1159,2000
1263,1156,2000
1259,1153,2000
1256,1151,2000
1252,1148,2000
1248,1145,2000
1244,1143,2000
1241,1140,2000
1237,1137,2000
1233,1134,2000
1229,1132,2000
1224,1129,2000
1220,1126,2000
1216,1123,2000
1212,1120,2000
1207,1118,2000
1203,1115,2000
1198,1112,2000
1194,1109,2000
1189,1107,2000
1184,1104,2000
1179,1101,2000
1174,1098,2000
1169,1095,2000
1164,1092,2000
1158,1090,2000
1152,1087,2000
1147,1084,2000
1141,1081,2000
1134,1078,2000
1134,1075,2000
1133,1073,2000
1132,1070,2000
1132,1067,2000
1131,1064,2000
1130,1061,2000
1130,1058,2000
1129,1055,2000
1128,1052,2000
1128,1049,2000
1127,1047,2000
1126,1044,2000
1125,1041,2000
1125,1038,2000
1124,1035,2000
1123,1032,1000
1122,1032,1000
1122,1032,1000
1121,1033,1000
1120,1033,1000
1119,1033,1000
1118,1034,1000
1118,1034,1000
1117,1034,1000
1116,1035,1000
1115,1035,1000
1114,1035,1000
1113,1036,1000
1112,1036,1000
1112,1036,1000
1111,1037,1000
1110,1037,1000
1109,1037,1000
1108,1038,1000
1107,1038,1000
1106,1039,1000
1105,1039,1000
1104,1039,1000
1103,1040,1000
1102,1040,1000
1101,1041,1000
1100,1041,1000
1099,1042,1000
1098,1042,1000
1097,1042,1000
1096,1043,1000
1095,1043,1000
1094,1044,1000
1093,1044,1000
1092,1045,1000
1092,1045,1000
1093,1046,1000
1093,1046,1000
1093,1047,1000
1094,1047,1000
1094,1048,1000
1095,1048,1000
1095,1049,1000
1095,1049,1000
1096,1050,1000
1096,1050,1000
1096,1051,1000
1097,1052,1000
1097,1052,1000
1098,1053,1000
1098,1053,2000
1098,1052,2000
1099,1051,2000
1099,1049,2000
1099,1048,2000
1100,1047,2000
1100,1046,2000
1100,1045,2000
1101,1043,2000
1101,1042,2000
1101,1041,2000
1102,1040,2000
1102,1040,2000
1102,1039,2000
1103,1038,2000
1103,1037,2000
1103,1036,2000
1104,1036,2000
1104,1035,2000
1104,1034,2000
1105,1034,2000
1105,1033,2000
1105,1033,2000
1106,1033,2000
1106,1032,2000
1106,1032,2000
1107,1032,2000
1107,1032,2000
1107,1032,2000
1108,1032,2000
1108,1032,2000
1108,1032,2000
1108,1032,2000
1109,1032,2000
1109,1032,2000
1113,1033,2000
1117,1033,2000
1121,1033,2000
1125,1034,2000
1129,1034,2000
1133,1035,2000
1136,1036,2000
1140,1037,2000
1143,1037,2000
1147,1038,2000
1150,1039,2000
1153,1040,2000
1156,1042,2000
1159,1043,2000
1163,1044,2000
1166,1046,1000
1169,1041,1000
1171,1037,1000
1174,1033,1000
1177,1030,1000
1180,1026,1000
1183,1023,1000
1185,1019,1000
1188,1016,1000
1191,1013,1000
1193,1010,1000
1196,1007,1000
1199,1004,1000
1201,1002,1000
